,job_title,company_name,location,salary,job_desc
3,System Analyst,HotelsCombined,Sydney NSW,"$70,000 - $84,000 a year","Develop strategic growth projects using data and systems.
Experience in big data and understanding of advanced SQL.
The position will be located at Sydney CBD."
4,2021 Accenture Australia Graduate Roles,Accenture,Sydney NSW,,"Deliver breakthrough business outcomes for clients—by harnessing talent, data and intelligence.
We’re on the hunt for strategic, curious, and unique individuals…"
5,2021 Graduate Program - Technology - Sydney,PwC,Sydney NSW,,"You’ll assess, design and implement capabilities to strengthen their privacy and data protection, advising them on important considerations regarding their data…"
6,Audit Analyst - 2021 Graduate Recruitment,Reserve Bank of Australia,Sydney NSW,,"Applicants should hold or be completing a degree in business, finance, data science, organisational psychology, legal or actuarial, demonstrating strong…"
7,Service Desk Analyst,Ricoh,North Ryde NSW,,"Encourage high standards of quality for call and ticket handling including phone manner, data entry and classification of requests.
Is this the role for you?"
10,Data Scientist,WWF,Sydney NSW,,"Strong experience in extracting, loading & transforming data between systems, such as in data integration or migration·."
11,"Data Scientist, Digital Delta",KPMG,Sydney NSW,,"Actioning insights from trusted data to consistently and quickly make clear decisions.
Extract and manipulate data from a variety of sources and apply the…"
12,Database Analyst,Colliers International,Sydney NSW,,"We are seeking a professional and proactive Database Analyst to take the lead on managing and extracting data from our CRM database, analysing and interpreting…"
3,Process Improvement Analyst,Commonwealth Bank,Sydney Central Business District NSW,,"Data analytics – Experience in using data and statistics to define and solve problems, as well as manage business performance.
See Yourself in Our Team:"
6,Clinical Services and Quality Data Analyst,Opal Aged Care,Inner West NSW,,"Providing technical expertise on data storage structures, data mining, and data cleansing.
Ideally 2 – 3 years’ work experience as a data analyst or other…"
8,B2C Tactical Pricing Analyst,Caltex Australia,Sydney Central Business District NSW,,As a data driven professional you naturally look to solve problems through strategic analysis supported by your technological mindset.
11,Data & Reporting Analyst,Lendlease,Chatswood NSW,,"Experience (3+ years) as a data analyst.
Business process improvement through data modelling and reporting.
We are looking for well-rounded individuals with the…"
12,IT Support Analyst,LADbible Group,Sydney NSW,"$60,000 - $65,000 a year","Decommission user accounts, ensuing all data is managed per the ticket request and decommissioning process.
We are looking for an enthusiastic and approachable…"
0,Logistics Analyst,RB,Sydney NSW,,"…you’re highly analytical, capable of gathering and processing complex data from a wide variety of sources.
Want to see your expertise recognised?"
1,2020/2021 Summer Internship Program: Workplace Productivity Analyst,Atlassian,Sydney NSW,,"Atlassian is seeking interns to join our Workplace Productivity (WPT) team in Sydney.
This is an opportunity for you to experience what a well-respected, real…"
3,Actuarial Analyst,Novatti Group,Pyrmont NSW,"$70,000 a year","Analyse data and customer behavior to provide clients with insights into their card programs through reporting.
High level of attention to detail."
4,Logistics Analyst and Support,Sephora,Sydney Central Business District NSW,,"Utilise required tools and software to withdraw, analyse and interpret data.
Using and optimizing data models to assist with decision making for software…"
5,Associate Desktop Support Analyst - Tech Bar,Fujitsu,Sydney NSW,,Your can do attitude will enable you to deliver on other aspects of the role including asset refresh relocation deployment and decommission maintaining data…
6,Data Scientist,Metigy,North Sydney NSW,,"Develop custom data models and algorithms to apply to data sets.
Assess the effectiveness and accuracy of new data sources and data gathering techniques."
7,"Business Analyst (Sydney, Canberra, Adelaide, Brisbane, Perth)",Tata Consultancy Services (TCS),Sydney NSW,"$80,000 - $120,000 a year",Ability to query complex data warehouses and aggregate data for strategic reporting; experience with Teradata/SQL is highly desirable.
8,Activation Assistant,Omnicom Media Group,Sydney NSW,,"We are the platform junkies, the investigative analysts, the creative collaborators.
Specifically, this will include setting up campaigns, collecting &…"
9,Assistant Analyst,Sika Corporation,Sydney NSW,,"Manipulating large volumes of data into a format that can be analysed.
Reporting to the Finance Manager, your primary focus will be data analysis and assisting…"
6,Data and Reporting Analyst - Chatswood,Johnathan Thurston Academy,Chatswood NSW,,"Experience (3+ years) as a data analyst.
Business process improvement through data modelling and reporting.
We are looking for well-rounded individuals with the…"
7,"Data Visualisation Specialist, Financial Services Risk Advisory - Sydney",EY,Sydney NSW,"$65,000 a year","Ability to communicate effectively with business partners, data engineers, data scientist and analysts.
You will be responsible for spreading data literacy and…"
8,Data Engineer,ION,Sydney NSW,,"Sufficient mathematical and statistical literacy to work with business stakeholders, quantitative analysts, and data scientists."
9,Data Analyst,Paxus,Sydney NSW,$450 - $550 a day,"Assisting with data entry and analytics.
Accountable to a Senior Analytics Manager, they will work with other data analysts to ensure outputs are delivered on…"
12,"Business Intern, 2020",Google,Sydney NSW,,"Our teams of strategists, analysts, advisers and support specialists collaborate closely to spot and analyze customer needs and trends."
13,IT Support Analyst,Fuel,North Sydney NSW,,"Please note that EG Group operates and owns the fuel and convenience business previously owned by Woolworths.
EG Group is not part of the Woolworths Group."
15,Deal Desk Analyst,Zuora,Sydney NSW,,"Ability to drive rapid, but fact-based decision-making with imperfect data.
For the last 100 years, companies have operated primarily under a product-centric…"
2,Culinary Analyst,HelloFresh,Sydney NSW,,"Previous experience in an analyst or research role.
Passionate about the ability of data to change a business and how numbers can be transformed into key…"
3,Quantitative Analyst,Orbis Investment Advisory Pty Ltd,Sydney NSW,,"Formulating mathematical and other models to simulate specific events based on historical economic, financial, and company specific data and analysing impact of…"
4,GRADUATE ANALYST,mercer,Sydney NSW,,"Supporting Consultants to undertake research and deliver client projects, using Mercer’s proprietary tools and models to complete data analytics and draft…"
5,Rail Timetable Intelligence Analyst,NSW Government,Sydney NSW,,"You will have experience in gathering data, undertaking analysis, problem solving, planning, and demonstrated project management skills to meet project…"
6,"Business Analyst, Customer Process",Commonwealth Bank,Sydney Central Business District NSW,,"Sound analytical skills (Review data, identify trends, determine corrective action).
Business & Private Bank (B&PB) offer a wide range of services and solutions…"
7,Research & Evaluation Analyst,NSW Government,Sydney NSW,,"Demonstrated experience in interpreting data and other information and superior analytical, conceptual and problem solving skills.
Closing Date 01-Mar-2020."
8,XPLAN Help Desk Analyst,Clearview Wealth,Sydney NSW,"$75,000 - $80,000 a year","Data conversion migration projects and data testing.
Maintaining data feeds and responding to queries.
ClearView has been helping Australians achieve their…"
